,zona,quartos,area,preco
23,norte,3,396,4100
24,norte,2,80,1400
25,norte,3,227,2300
26,norte,3,200,2900
27,norte,3,220,4000
28,norte,3,75,2100
29,norte,3,180,3500
30,norte,2,125,2100
31,norte,3,250,3500
32,norte,4,300,3000
33,norte,1,75,800
34,norte,2,140,2150
35,norte,2,140,2100
36,norte,3,90,2400
37,norte,1,35,1200
38,norte,2,213,2500
39,norte,3,180,2500
40,norte,3,90,1800
41,norte,3,112,2500
42,norte,,170,4700
43,norte,4,335,5500
44,norte,2,120,4000
45,norte,3,500,4500
46,norte,4,150,3500
47,norte,1,40,980
0,norte,3,140,2500
1,norte,4,390,7000
2,norte,3,153,2800
3,norte,4,200,3000
4,norte,,,3500
5,norte,2,259,2500
6,norte,2,60,1800
7,norte,1,40,980
8,norte,2,90,2200
9,norte,,,2000
10,norte,2,170,2800
11,norte,1,30,650
12,norte,2,75,1000
13,norte,1,55,700
14,norte,3,180,2700
15,norte,,,1500
16,norte,1,50,650
17,norte,2,50,1300
18,norte,8,195,7000
19,norte,3,240,2100
20,norte,3,125,2650
21,norte,1,38,1100
22,norte,,,2000
23,norte,2,100,3500
24,norte,2,50,1200
25,norte,1,40,980
26,norte,,,2800
27,norte,3,145,2100
28,norte,3,1380,6000
29,norte,2,160,2600
30,norte,1,30,700
31,norte,3,220,2600
32,norte,2,90,2300
33,norte,1,38,1200
34,norte,1,32,950
35,norte,3,100,1850
36,norte,4,350,5000
37,norte,4,500,3980
38,norte,,90,2000
39,norte,2,125,1500
40,norte,,,1200
41,norte,2,70,1200
42,norte,1,70,1800
43,norte,1,30,600
44,norte,3,90,2600
45,norte,2,50,1200
46,norte,3,140,2500
47,norte,2,90,1800
0,norte,1,20,805
1,norte,1,45,860
2,norte,1,60,1200
3,norte,2,220,6500
4,norte,3,402,4400
5,norte,3,70,2000
6,norte,2,60,1600
7,norte,2,142,2990
8,norte,2,30,1100
9,norte,3,95,2200
10,norte,1,60,746
11,norte,3,100,2200
12,norte,3,150,1700
13,norte,1,35,980
14,norte,2,60,1600
15,norte,,,2000
16,norte,4,600,4500
17,norte,2,85,1800
18,norte,3,105,2500
19,norte,4,500,5900
20,norte,1,40,730
21,norte,3,150,3500
22,norte,3,150,2500
23,norte,,120,5000
24,norte,,120,2500
25,norte,4,480,4800
26,norte,2,250,2500
27,norte,2,90,2300
28,norte,,877,60000
29,norte,1,45,900
30,norte,1,120,2500
31,norte,,250,3998
32,norte,6,200,5000
33,norte,1,100,1000
34,norte,3,120,2300
35,norte,3,98,2500
36,norte,2,240,8000
37,norte,5,216,6000
38,norte,3,180,2500
39,norte,,120,6000
40,norte,1,165,10000
41,norte,,,1500
42,norte,1,40,980
43,norte,5,300,3710
44,norte,1,80,900
45,norte,2,85,1900
46,norte,3,115,3200
47,norte,2,70,1350
0,norte,2,80,1100
1,norte,3,115,2500
2,norte,1,35,850
3,norte,5,310,5000
4,norte,3,180,2500
5,norte,3,200,2700
6,norte,1,80,1060
7,norte,1,40,980
8,norte,1,65,1100
9,norte,2,100,2000
10,norte,2,80,1200
11,norte,3,140,2200
12,norte,2,50,1800
13,norte,1,50,800
14,norte,1,60,750
15,norte,3,189,2800
16,norte,3,150,2500
17,norte,1,85,1350
18,norte,4,350,6000
19,norte,1,70,1500
20,norte,3,150,2500
21,norte,1,45,730
22,norte,1,55,900
23,norte,3,560,8000
24,norte,1,40,980
25,norte,2,45,1300
26,norte,2,70,900
27,norte,2,72,2300
28,norte,1,35,950
29,norte,,,550
30,norte,2,110,1800
31,norte,1,25,700
32,norte,2,40,1200
33,norte,1,70,1000
34,norte,2,70,1400
35,norte,2,60,1500
36,norte,3,119,2500
37,norte,1,40,950
38,norte,3,120,2100
39,norte,2,60,1300
40,norte,,300,4500
41,norte,2,50,1500
42,norte,2,90,1900
43,norte,1,24,750
44,norte,1,50,800
45,norte,1,50,850
46,norte,1,100,800
47,norte,3,178,2100
0,norte,2,50,1300
1,norte,4,350,4800
2,norte,1,240,2000
3,norte,4,180,3000
4,norte,2,320,2790
5,norte,1,20,750
6,norte,1,50,1000
7,norte,2,125,1100
8,norte,3,550,2800
9,norte,2,60,2000
10,norte,1,60,1200
11,norte,1,35,850
12,norte,2,90,1800
13,norte,3,158,2300
14,norte,1,40,980
15,norte,2,110,1700
16,norte,1,32,950
17,norte,,15,600
18,norte,1,40,700
19,norte,2,100,2150
20,norte,2,80,1500
21,norte,4,200,3900
22,norte,3,158,2300
23,norte,,250,7100
24,norte,,47,1700
25,norte,,60,2000
26,norte,2,76,2200
27,norte,,320,1650
28,norte,,190,8000
29,norte,3,500,3900
30,norte,3,90,3000
31,norte,4,480,4800
32,norte,3,110,2500
33,norte,1,45,1600
34,norte,1,50,1000
35,norte,,,700
36,norte,,170,3500
37,norte,3,90,1530
38,norte,1,48,1400
39,norte,3,208,2600
40,norte,2,176,2800
41,norte,2,90,1800
42,norte,1,10,700
43,norte,1,30,600
44,norte,1,37,800
45,norte,1,30,600
46,norte,,80,1100
47,norte,2,164,4000
0,norte,2,120,1580
1,norte,5,416,15000
2,norte,3,127,2800
3,norte,3,190,5000
4,norte,3,222,3600
5,norte,2,60,1300
6,norte,1,50,1000
7,norte,4,280,4500
8,norte,2,85,2500
9,norte,3,200,2700
10,norte,3,70,2500
11,norte,3,120,3000
12,norte,1,48,1350
13,norte,1,125,800
14,norte,2,120,1700
15,norte,2,80,1400
16,norte,1,45,1100
17,norte,,230,4000
18,norte,3,70,2500
19,norte,2,75,1800
20,norte,3,300,2300
21,norte,1,35,950
22,norte,4,200,5000
23,norte,4,380,3700
24,norte,2,65,1500
25,norte,2,80,1600
26,norte,1,80,2200
27,norte,3,195,3000
28,norte,2,70,3500
29,norte,2,45,1300
30,norte,,230,3998
31,norte,1,52,1000
32,norte,,120,2500
33,norte,1,10,650
34,norte,1,35,750
35,norte,,220,5995
36,norte,4,190,5000
37,norte,1,55,800
38,norte,,150,6000
39,norte,,,2000
40,norte,,270,10000
41,norte,,70,3500
42,norte,1,20,600
43,norte,1,40,950
44,norte,2,95,1800
45,norte,1,35,950
46,norte,1,60,900
47,norte,2,50,1500
0,norte,2,37,1350
1,norte,2,70,1700
2,norte,2,40,1500
3,norte,1,30,650
4,norte,3,300,2500
5,norte,3,120,2500
6,norte,3,158,2880
7,norte,1,40,500
8,norte,,,550
9,norte,1,42,1050
10,norte,2,80,2000
11,norte,1,30,550
12,norte,2,50,1550
13,norte,2,80,1300
14,norte,2,70,1620
15,norte,2,110,2300
16,norte,2,113,1900
17,norte,3,80,2200
18,norte,1,26,800
19,norte,2,60,1500
20,norte,1,20,605
21,norte,1,45,650
22,norte,1,60,1100
23,norte,1,40,950
24,norte,1,30,850
25,norte,3,200,3000
26,norte,2,60,1000
27,norte,2,40,950
28,norte,,,1300
29,norte,3,100,2300
30,norte,1,35,750
31,norte,3,90,1530
32,norte,1,52,900
33,norte,1,40,750
34,norte,1,40,650
35,norte,1,10,400
36,norte,1,50,950
37,norte,1,40,750
38,norte,,,1200
39,norte,1,45,1000
40,norte,,,1000
41,norte,2,90,1150
42,norte,,,900
43,norte,3,160,2500
44,norte,3,90,1530
45,norte,3,82,2200
46,norte,,,1200
47,norte,,,950
0,norte,2,40,1180
1,norte,,,800
2,norte,1,40,800
3,norte,2,48,1500
4,norte,,,2950
5,norte,,,1500
6,norte,2,50,1500
7,norte,2,188,2000
8,norte,,,1300
9,norte,,,750
10,norte,2,100,2000
11,norte,,,750
12,norte,3,80,320000
13,norte,1,25,750
14,norte,,,800
15,norte,,,1300
16,norte,,,1400
17,norte,,,1350
18,norte,,,800
19,norte,,,1050
20,norte,2,120,1580
21,norte,,636,12000
22,norte,3,200,2100
23,norte,,,3000
24,norte,,,1600
25,norte,,,1800
26,norte,,,900
27,norte,,,1200
28,norte,1,35,850
29,norte,1,50,900
30,norte,2,114,2000
31,norte,,,950
32,norte,,,1800
33,norte,,,2200
34,norte,2,100,1700
35,norte,,,2300
36,norte,,,6000
37,norte,,,2480
38,norte,,,2200
39,norte,,,800
40,norte,3,158,2300
41,norte,4,350,7000
42,norte,,,1600
43,norte,,,1200
44,norte,3,140,4000
45,norte,3,298,7000
46,norte,1,50,1200
47,norte,,300,10000
0,norte,,,1300
1,norte,,,1600
2,norte,4,350,5900
3,norte,1,300,13500
4,norte,,,1500
5,norte,,,2000
6,norte,,,2000
7,norte,,,800
8,norte,,,1300
9,norte,,,2500
10,norte,,,10000
11,norte,,,950
12,norte,,,2900
13,norte,,,1400
14,norte,,,1400
15,norte,,,1300
16,norte,,,1500
17,norte,,,2500
18,norte,,,900
19,norte,,,820
20,norte,,400,11000
21,norte,2,240,8000
22,norte,,,1000
23,norte,,,2500
24,norte,,350,8000
25,norte,,120,6000
26,norte,,120,2500
27,norte,3,500,5000
28,norte,,,3500
29,norte,,,2000
30,norte,3,280,6500
31,norte,,,1000
32,norte,,,1800
33,norte,,,4500
34,norte,,,2600
35,norte,,,1600
36,norte,,,1300
37,norte,,,2800
38,norte,,,1500
39,norte,,,2000
40,norte,,,1800
41,norte,,,3000
42,norte,,,2500
43,norte,,,2500
44,norte,,,7500
45,norte,,,2700
46,norte,,,1400
47,norte,,,3000
0,norte,,,2200
1,norte,,,1200
2,norte,,,1600
3,norte,,,2500
4,norte,,,1500
5,norte,,,3500
6,norte,,,7000
7,norte,,,6000
8,norte,,,3000
9,norte,,,3500
10,norte,,,1500
11,norte,,,1700
12,norte,,,800
13,norte,,,2000
14,norte,,,1900
15,norte,,,1100
16,norte,,,2500
17,norte,,,1600
18,norte,,,1400
19,norte,,,800
20,norte,,110,30000
21,norte,,200,6000
22,norte,3,300,6000
23,norte,3,450,5000
24,norte,4,250,2500
25,norte,,150,6000
26,norte,,,3500
27,norte,,,1600
28,norte,3,350,15000
29,norte,3,240,3900
30,norte,,450,7000
31,norte,,,2000
32,norte,,,2100
33,norte,,,820
34,norte,,,850
35,norte,,,5000
36,norte,,,3000
37,norte,,,4000
38,norte,,,3000
39,norte,,,1900
40,norte,,,2000
41,norte,,,4500
42,norte,,,1600
43,norte,,,3000
44,norte,,,1500
45,norte,,,850
46,norte,,,2600
47,norte,,,3200
0,leste,1,40,1000
1,leste,2,60,1100
2,leste,3,55,1500
3,leste,2,80,1400
4,leste,2,90,1100
5,leste,1,50,850
6,leste,3,90,1800
7,leste,2,60,1500
8,leste,2,60,1300
9,leste,2,100,1600
10,leste,3,90,1700
11,leste,4,130,2000
12,leste,1,25,585
13,leste,2,78,1100
14,leste,1,1,650
15,leste,2,35,700
16,leste,2,80,1300
17,leste,1,40,650
18,leste,2,70,980
19,leste,2,60,950
20,leste,2,80,1300
21,leste,2,67,1100
22,leste,1,35,450
23,leste,2,100,1300
24,leste,3,73,1500
25,leste,1,35,760
26,leste,,,700
27,leste,1,60,850
28,leste,2,70,1200
29,leste,2,80,1800
30,leste,2,10,1100
31,leste,1,60,1000
32,leste,2,75,1000
33,leste,2,56,1610
34,leste,2,55,995
35,leste,1,120,2200
36,leste,1,50,600
37,leste,3,160,2500
38,leste,2,120,2100
39,leste,2,75,1300
40,leste,2,80,1300
41,leste,2,75,1300
42,leste,2,67,1262
43,leste,2,100,1450
44,leste,2,60,1200
45,leste,2,80,1900
46,leste,2,74,1200
47,leste,2,100,1300
0,leste,2,70,1400
1,leste,3,120,2000
2,leste,2,70,1200
3,leste,2,10,1200
4,leste,2,60,1350
5,leste,4,150,1600
6,leste,1,100,1350
7,leste,3,150,3000
8,leste,,150,2200
9,leste,,,1500
10,leste,3,126,1500
11,leste,2,150,850
12,leste,3,89,1300
13,leste,2,106,1800
14,leste,3,93,2500
15,leste,4,282,4200
16,leste,4,250,9800
17,leste,3,80,1500
18,leste,3,170,3500
19,leste,1,100,1300
20,leste,5,220,2000
21,leste,1,10,650
22,leste,2,45,990
23,leste,2,50,1200
24,leste,2,81,1100
25,leste,2,80,1600
26,leste,2,155,3200
27,leste,3,97,1800
28,leste,2,110,2100
29,leste,2,130,2700
30,leste,1,35,1150
31,leste,3,150,3600
32,leste,3,140,4000
33,leste,3,123,3500
34,leste,2,80,2500
35,leste,,,1000
36,leste,2,250,800
37,leste,4,180,4700
38,leste,3,100,2500
39,leste,,,1800
40,leste,2,89,2200
41,leste,3,100,2600
42,leste,5,700,8000
43,leste,2,80,1600
44,leste,2,63,1750
45,leste,3,120,2500
46,leste,4,280,6000
47,leste,1,80,1100
0,leste,1,50,1100
1,leste,2,85,1400
2,leste,2,60,1300
3,leste,4,10,1500
4,leste,1,70,1300
5,leste,1,40,650
6,leste,1,50,1300
7,leste,2,70,1400
8,leste,3,88,1200
9,leste,2,70,1800
10,leste,3,85,1600
11,leste,,,1800
12,leste,2,80,1000
13,leste,1,35,900
14,leste,3,350,3500
15,leste,2,35,1200
16,leste,2,70,1200
17,leste,,150,3000
18,leste,2,75,1200
19,leste,2,60,1600
20,leste,2,96,1300
21,leste,3,100,3000
22,leste,1,70,1150
23,leste,1,130,1970
24,leste,2,80,1800
25,leste,,200,3200
26,leste,1,35,1100
27,leste,2,80,1300
28,leste,1,42,900
29,leste,1,30,600
30,leste,3,275,10000
31,leste,2,83,2000
32,leste,2,180,2100
33,leste,3,80,2800
34,leste,4,294,6000
35,leste,1,80,1100
36,leste,2,90,1800
37,leste,,100,2600
38,leste,1,60,1350
39,leste,2,90,1700
40,leste,2,60,850
41,leste,1,35,750
42,leste,4,140,3500
43,leste,1,44,1100
44,leste,2,120,1300
45,leste,2,110,2000
46,leste,2,40,1100
47,leste,1,35,750
0,leste,2,160,2200
1,leste,1,70,800
2,leste,1,60,580
3,leste,1,60,900
4,leste,2,65,1700
5,leste,2,50,900
6,leste,1,70,1200
7,leste,1,50,480
8,leste,3,160,1600
9,leste,1,60,1100
10,leste,2,70,1700
11,leste,1,55,900
12,leste,1,45,1350
13,leste,1,44,1100
14,leste,1,30,1100
15,leste,1,10,800
16,leste,,50,1300
17,leste,1,50,1100
18,leste,2,80,1800
19,leste,2,70,1700
20,leste,1,31,800
21,leste,2,300,2300
22,leste,2,90,1700
23,leste,,105,5000
24,leste,1,53,2500
25,leste,3,120,1500
26,leste,1,50,1200
27,leste,1,45,750
28,leste,1,45,620
29,leste,2,70,1200
30,leste,3,150,1700
31,leste,2,80,1600
32,leste,3,142,2300
33,leste,3,142,2300
34,leste,1,10,900
35,leste,1,43,1100
36,leste,1,50,800
37,leste,3,180,2700
38,leste,3,142,2300
39,leste,,498,8000
40,leste,,,1300
41,leste,4,400,30000
42,leste,1,48,900
43,leste,1,31,800
44,leste,3,80,1300
45,leste,3,270,12000
46,leste,4,300,15000
47,leste,5,1200,14000
0,leste,4,540,11500
1,leste,5,240,10000
2,leste,5,480,12000
3,leste,3,625,15000
4,leste,,370,16000
5,leste,5,510,14000
6,leste,1,70,220000
7,leste,2,70,1500
8,leste,1,200,10500
9,leste,,350,10000
10,leste,4,400,12000
11,leste,4,620,20000
12,leste,2,60,1200
13,leste,5,372,10000
14,leste,3,70,1950
15,leste,3,164,4500
16,leste,4,410,25000
17,leste,2,100,2400
18,leste,2,80,1800
19,leste,1,30,750
20,leste,1,10,800
21,leste,3,300,10000
22,leste,2,45,1300
23,leste,3,320,3000
24,leste,3,167,2000
25,leste,3,400,6500
26,leste,2,56,1550
27,leste,2,60,1200
28,leste,3,433,18000
29,leste,1,50,800
30,leste,,180,15000
31,leste,2,55,750
32,leste,2,67,1262
33,leste,1,50,600
34,leste,1,55,1100
35,leste,1,50,1200
36,leste,1,40,650
37,leste,1,50,800
38,leste,1,45,750
39,leste,1,60,1700
40,leste,1,30,750
41,leste,1,10,700
42,leste,1,30,750
43,leste,1,50,670
44,leste,1,40,1200
45,leste,2,119,2350
46,leste,,200,3500
47,leste,,280,3000
0,leste,1,60,750
1,leste,2,30,600
2,leste,2,50,900
3,leste,1,35,1000
4,leste,3,106,2000
5,leste,3,140,1800
6,leste,2,80,1600
7,leste,,35,600
8,leste,2,78,850
9,leste,,,1600
10,leste,1,35,800
11,leste,3,68,1500
12,leste,2,50,1000
13,leste,3,80,1200
14,leste,2,85,1100
15,leste,2,55,1100
16,leste,,,1500
17,leste,3,90,1200
18,leste,,100,1800
19,leste,2,130,1500
20,leste,,,2000
21,leste,2,40,700
22,leste,3,75,1500
23,leste,,,500
24,leste,1,35,700
25,leste,2,90,2105
26,leste,1,80,800
27,leste,3,90,1500
28,leste,1,45,800
29,leste,2,100,1600
30,leste,3,115,2000
31,leste,1,75,750
32,leste,2,50,950
33,leste,2,55,1100
34,leste,1,50,560
35,leste,2,80,1600
36,leste,3,280,7000
37,leste,,,1500
38,leste,,,600
39,leste,,40,1300
40,leste,1,50,800
41,leste,4,370,8000
42,leste,1,60,800
43,leste,3,110,2200
44,leste,2,100,1800
45,leste,2,76,1600
46,leste,2,75,1300
47,leste,3,210,5500
0,leste,,45,1000
1,leste,2,40,1400
2,leste,3,150,1500
3,leste,1,40,1100
4,leste,2,60,1800
5,leste,6,450,3000
6,leste,2,100,2300
7,leste,,80,850
8,leste,2,50,800
9,leste,1,25,450
10,leste,,180,3300
11,leste,1,30,650
12,leste,2,140,1600
13,leste,,150,2500
14,leste,2,55,1900
15,leste,2,60,1600
16,leste,1,40,1400
17,leste,3,130,2000
18,leste,1,37,800
19,leste,6,836,5600
20,leste,1,50,800
21,leste,3,130,2100
22,leste,,120,1600
23,leste,2,85,1750
24,leste,2,99,1700
25,leste,3,500,4500
26,leste,3,600,30000
27,leste,4,180,3000
28,leste,2,100,1800
29,leste,01,55,1000
30,leste,1,35,800
31,leste,1,42,1000
32,leste,1,40,800
33,leste,1,40,650
34,leste,2,78,1600
35,leste,2,56,1100
36,leste,3,99,2000
37,leste,3,296,3000
38,leste,3,150,3150
39,leste,1,50,1401
40,leste,,526,28000
41,leste,3,200,6600
42,leste,,392,30000
43,leste,3,296,3000
44,leste,,280,9500
45,leste,,180,8500
46,leste,3,130,2000
47,leste,3,233,5500
0,leste,1,50,700
1,leste,,200,8000
2,leste,3,100,1500
3,leste,2,60,1100
4,leste,3,234,10000
5,leste,3,180,4800
6,leste,3,150,3500
7,leste,4,540,11500
8,leste,3,90,8000
9,leste,,171,9000
10,leste,,,850
11,leste,2,120,2700
12,leste,3,70,2200
13,leste,3,130,2000
14,leste,2,90,1700
15,leste,,350,8500
16,leste,2,120,2900
17,leste,3,120,4500
18,leste,3,169,3000
19,leste,2,60,1000
20,leste,2,60,1200
21,leste,3,200,3200
22,leste,4,347,14000
23,leste,3,132,4000
24,leste,,300,3900
25,leste,2,35,950
26,leste,3,60,1500
27,leste,1,33,700
28,leste,6,359,4000
29,leste,2,80,1700
30,leste,3,226,5000
31,leste,4,350,9000
32,leste,2,244,3500
33,leste,4,220,4500
34,leste,,,800
35,leste,3,140,3000
36,leste,3,213,6000
37,leste,2,250,4800
38,leste,3,320,4800
39,leste,3,250,14000
40,leste,1,80,1200
41,leste,3,400,3800
42,leste,2,700,12000
43,leste,3,200,6000
44,leste,3,168,3300
45,leste,5,490,8000
46,leste,,30,500
47,leste,3,240,3100
0,leste,,,800
1,leste,,75,1500
2,leste,1,30,650
3,leste,,180,3000
4,leste,2,156,1700
5,leste,3,400,8000
6,leste,,250,7500
7,leste,2,70,1100
8,leste,2,80,1500
9,leste,2,80,1200
10,leste,2,60,1800
11,leste,,160,3000
12,leste,,500,8305
13,leste,1,50,900
14,leste,2,70,1500
15,leste,2,60,1300
16,leste,,,1250
17,leste,,660,25000
18,leste,4,320,2900
19,leste,,,2200
20,leste,3,140,3000
21,leste,3,179,3500
22,leste,2,145,3000
23,leste,2,96,1500
24,leste,2,100,3000
25,leste,2,41,1005
26,leste,4,285,3000
27,leste,4,1587,14000
28,leste,2,150,1400
29,leste,2,80,1600
30,leste,2,45,1200
31,leste,3,95,2000
32,leste,2,80,2050
33,leste,5,1200,17880
34,leste,2,130,1800
35,leste,4,268,3500
36,leste,2,55,1150
37,leste,1,50,3000
38,leste,2,120,3000
39,leste,,150,3500
40,leste,3,180,2800
41,leste,,90,2800
42,leste,3,250,3000
43,leste,5,600,5500
44,leste,3,160,4000
45,leste,2,80,1500
46,leste,,250,6000
47,leste,4,300,5500
0,leste,,200,4300
1,leste,2,300,8000
2,leste,1,55,1200
3,leste,3,140,3000
4,leste,3,148,1850
5,leste,5,250,4000
6,leste,3,185,2500
7,leste,3,145,2500
8,leste,2,90,1500
9,leste,2,70,1500
10,leste,3,151,7000
11,leste,3,150,3000
12,leste,2,170,2600
13,leste,5,436,30000
14,leste,3,100,2300
15,leste,3,500,8000
16,leste,4,400,3100
17,leste,2,80,2000
18,leste,4,360,7000
19,leste,2,70,1900
20,leste,2,52,1200
21,leste,2,70,2100
22,leste,4,520,8000
23,leste,2,90,1250
24,leste,2,150,2500
25,leste,2,130,2800
26,leste,,78,2000
27,leste,4,212,5999
28,leste,3,144,2800
29,leste,1,48,1250
30,leste,3,165,2500
31,leste,,450,8000
32,leste,,321,3200
33,leste,,150,1800
34,leste,2,65,1500
35,leste,5,400,7000
36,leste,3,471,8000
37,leste,4,72,2200
38,leste,3,125,1700
39,leste,,550,10000
40,leste,3,200,4000
41,leste,3,64,2500
42,leste,6,264,8000
43,leste,4,370,10000
44,leste,4,28,8000
45,leste,2,100,1800
46,leste,5,600,9000
47,leste,1,80,1500
0,leste,,312,7000
1,leste,3,226,5000
2,leste,4,1102,3000
3,leste,,500,8300
4,leste,1,30,550
5,leste,,370,8000
6,leste,2,90,2300
7,leste,,,1912
8,leste,1,80,1800
9,leste,2,250,3000
10,leste,3,160,3150
11,leste,3,500,9000
12,leste,3,280,5000
13,leste,6,240,10000
14,leste,,250,5500
15,leste,3,170,3500
16,leste,4,500,20000
17,leste,4,350,6000
18,leste,4,357,5500
19,leste,1,35,920
20,leste,2,50,1200
21,leste,3,230,4000
22,leste,3,260,6000
23,leste,3,272,2700
24,leste,3,400,8000
25,leste,1,110,1500
26,leste,,105,5000
27,leste,5,400,4500
28,leste,,,2800
29,leste,3,206,4500
30,leste,,196,4500
31,leste,3,184,4000
32,leste,4,100,4000
33,leste,3,300,5000
34,leste,,287,6000
35,leste,2,143,3000
36,leste,1,1200,30000
37,leste,3,200,3500
38,leste,2,80,1600
39,leste,5,559,25000
40,leste,2,250,2500
41,leste,,180,6000
42,leste,,188,8000
43,leste,4,280,9000
44,leste,3,270,6000
45,leste,3,170,3700
46,leste,4,298,6000
47,leste,3,340,7000
0,leste,2,70,1850
1,leste,,,1700
2,leste,2,153,1650
3,leste,2,120,2500
4,leste,3,295,3500
5,leste,4,360,8000
6,leste,4,325,13000
7,leste,4,480,6500
8,leste,3,160,2700
9,leste,1,75,800
10,leste,2,65,1400
11,leste,2,41,1005
12,leste,2,125,2200
13,leste,,630,8000
14,leste,2,100,1100
15,leste,3,50,2500
16,leste,3,400,9000
17,leste,4,309,4000
18,leste,3,119,2750
19,leste,4,200,3800
20,leste,2,130,3500
21,leste,3,220,4500
22,leste,3,220,4500
23,leste,5,490,8000
24,leste,,180,4500
25,leste,2,220,6900
26,leste,4,300,6000
27,leste,2,346,2600
28,leste,3,222,4500
29,leste,2,150,1900
30,leste,3,120,5200
31,leste,,240,4500
32,leste,3,60,1500
33,leste,3,225,8000
34,leste,4,390,7500
35,leste,,350,16000
36,leste,7,480,12000
37,leste,3,180,4800
38,leste,3,353,10000
39,leste,3,185,4500
40,leste,1,60,1000
41,leste,2,160,4000
42,leste,2,99,1600
43,leste,2,165,1800
44,leste,3,200,7000
45,leste,1,40,750
46,leste,,160,2600
47,leste,1,40,1000
0,leste,3,103,2500
1,leste,3,210,3900
2,leste,3,174,7000
3,leste,3,300,4500
4,leste,4,400,30000
5,leste,,250,7000
6,leste,,350,15000
7,leste,,350,16000
8,leste,3,280,6000
9,leste,5,432,12000
10,leste,,400,4000
11,leste,1,45,1000
12,leste,4,400,5500
13,leste,3,134,2381
14,leste,3,100,1800
15,leste,2,85,1600
16,leste,2,80,2300
17,leste,2,90,1600
18,leste,4,250,3600
19,leste,2,196,3130
20,leste,5,720,8000
21,leste,3,120,2500
22,leste,,,2500
23,leste,3,233,5500
24,leste,3,300,4000
25,leste,3,150,2200
26,leste,5,520,8000
27,leste,2,168,2300
28,leste,2,41,1005
29,leste,3,177,3700
30,leste,3,280,5000
31,leste,3,85,1900
32,leste,,520,9500
33,leste,3,158,1850
34,leste,5,500,5000
35,leste,1,50,700
36,leste,2,280,6000
37,leste,3,280,6000
38,leste,5,510,14000
39,leste,3,200,4500
40,leste,,125,5250
41,leste,2,80,1800
42,leste,6,359,5000
43,leste,2,150,2600
44,leste,3,200,4500
45,leste,3,420,9000
46,leste,3,200,7000
47,leste,,,3000
0,leste,3,150,4500
1,leste,4,140,5000
2,leste,7,900,13000
3,leste,1,70,1000
4,leste,3,100,1200
5,leste,2,270,5000
6,leste,7,900,15000
7,leste,3,145,3000
8,leste,2,58,1500
9,leste,4,267,6000
10,leste,3,120,4000
11,leste,1,50,1100
12,leste,3,200,2500
13,leste,2,70,1335
14,leste,5,340,9000
15,leste,3,340,4500
16,leste,3,100,2300
17,leste,3,135,2500
18,leste,,100,2000
19,leste,3,300,7000
20,leste,,120,3300
21,leste,5,490,13000
22,leste,1,50,1000
23,leste,,270,6500
24,leste,2,60,1600
25,leste,3,100,1800
26,leste,3,120,3800
27,leste,,125,4500
28,leste,4,1000,7000
29,leste,3,130,2800
30,leste,2,110,2300
31,leste,1,60,940
32,leste,,410,18000
33,leste,3,180,4000
34,leste,3,170,4250
35,leste,3,100,2500
36,leste,5,500,12000
37,leste,3,180,6500
38,leste,3,318,4000
39,leste,2,100,2500
40,leste,6,359,4000
41,leste,2,130,5500
42,leste,,100,2500
43,leste,3,400,8000
44,leste,4,450,6000
45,leste,3,215,3800
46,leste,3,150,5900
47,leste,3,300,5000
0,leste,3,167,3500
1,leste,1,25,650
2,leste,2,220,6500
3,leste,3,130,3500
4,leste,3,400,3000
5,leste,3,200,3500
6,leste,4,215,3500
7,leste,,,2000
8,leste,,176,9000
9,leste,3,120,4000
10,leste,,,10000
11,leste,3,250,4000
12,leste,3,350,5000
13,leste,4,300,3300
14,leste,3,200,2600
15,leste,,180,8500
16,leste,4,320,6000
17,leste,3,273,7000
18,leste,,,2700
19,leste,3,200,4000
20,leste,3,188,2200
21,leste,3,79,1900
22,leste,,303,4000
23,leste,3,254,5000
24,leste,3,150,10000
25,leste,3,300,7000
26,leste,3,650,5200
27,leste,3,150,3500
28,leste,3,300,8000
29,leste,4,230,4000
30,leste,6,400,8350
31,leste,3,142,3300
32,leste,1,40,690
33,leste,,,1200
34,leste,,180,4800
35,leste,3,336,5000
36,leste,2,400,10000
37,leste,3,107,1900
38,leste,3,305,4500
39,leste,3,120,3200
40,leste,4,620,20000
41,leste,,540,7000
42,leste,2,292,7800
43,leste,,120,4500
44,leste,1,50,1300
45,leste,3,155,2200
46,leste,3,250,6000
47,leste,5,445,14000
0,leste,,140,2900
1,leste,17,400,20000
2,leste,,172,4000
3,leste,5,190,4900
4,leste,3,150,2500
5,leste,4,420,9000
6,leste,3,260,7000
7,leste,4,184,3000
8,leste,3,240,5000
9,leste,3,160,4000
10,leste,5,360,13000
11,leste,,520,18000
12,leste,,263,8500
13,leste,4,227,3600
14,leste,3,130,2700
15,leste,4,310,7000
16,leste,3,320,7800
17,leste,2,50,1100
18,leste,1,50,700
19,leste,2,150,1800
20,leste,1,30,700
21,leste,,,7400
22,leste,3,280,3900
23,leste,2,122,3500
24,leste,2,206,4600
25,leste,3,150,1700
26,leste,1,50,1200
27,leste,3,225,3000
28,leste,,60,2500
29,leste,,,700
30,leste,,190,3000
31,leste,,181,12000
32,leste,3,222,4500
33,leste,3,304,6000
34,leste,3,273,8000
35,leste,3,215,4500
36,leste,2,149,4200
37,leste,3,250,2000
